,EX_A_sp1,EX_B_sp1,EX_A_sp2,EX_B_sp2
463,-0.9529519,-0.35878786,-0.5849246,-0.8501928
464,-0.9782972,-0.32832834,-0.5798099,-0.8140234
465,-0.98336565,-0.34534717,-0.57645565,-0.84776247
466,-0.95926374,-0.36592492,-0.58579123,-0.8246885
467,-0.97107154,-0.36210075,-0.5917249,-0.86486673
468,-0.95685536,-0.3458241,-0.58923113,-0.8286506
469,-0.98050046,-0.35301232,-0.56720775,-0.839728
470,-0.9643447,-0.34592962,-0.5861963,-0.8596507
471,-0.96345097,-0.34518635,-0.5880194,-0.8377272
472,-0.9695701,-0.35469726,-0.58866364,-0.84488636
473,-0.9730392,-0.35011786,-0.59233695,-0.840881
474,-0.9597738,-0.3365342,-0.59491,-0.8378077
475,-0.9880576,-0.3448433,-0.58395475,-0.84172004
476,-0.9890422,-0.3586718,-0.6020874,-0.82587516
477,-0.98099655,-0.348074,-0.58391714,-0.8363252
478,-0.9794079,-0.37209818,-0.57962084,-0.83455175
479,-0.9641555,-0.35426033,-0.58977634,-0.859829
480,-0.9579761,-0.3484887,-0.59136903,-0.84454197
481,-0.98296124,-0.35254478,-0.57980114,-0.82946384
482,-1.0048829,-0.3452299,-0.575878,-0.83240956
483,-0.9930114,-0.33626655,-0.58709186,-0.844274
484,-0.9666707,-0.3481872,-0.5751178,-0.8396562
485,-0.96095836,-0.35464898,-0.5863998,-0.8650314
486,-0.9628672,-0.33832484,-0.58621484,-0.83555436
487,-0.9958957,-0.33640066,-0.5778474,-0.8504263
488,-0.9963539,-0.34490404,-0.6005263,-0.847334
489,-0.95069087,-0.34087226,-0.58944815,-0.852609
490,-0.9707869,-0.36000255,-0.58359337,-0.84008366
491,-0.98411435,-0.3418182,-0.5727581,-0.8443925
492,-0.9744679,-0.3534337,-0.5645527,-0.82247156
493,-0.98133314,-0.34697494,-0.58196074,-0.8540725
494,-0.9647466,-0.33463672,-0.58600867,-0.85539067
495,-0.961859,-0.35642657,-0.5862577,-0.8412591
496,-0.9709338,-0.3462819,-0.58946836,-0.8511165
497,-0.9856122,-0.3464401,-0.5857351,-0.8482253
498,-0.98196965,-0.36465356,-0.56193554,-0.86296314
499,-0.97392607,-0.36423787,-0.57949686,-0.8322635
500,-0.9870694,-0.34918964,-0.60029054,-0.8490133
501,-0.9621196,-0.34987792,-0.5887054,-0.8561423
502,-0.97355604,-0.34382036,-0.5714952,-0.8396966
503,-0.9878994,-0.3379653,-0.580382,-0.84447134
504,-0.9710083,-0.33706632,-0.5628831,-0.83902514
505,-0.9759096,-0.36802897,-0.5849894,-0.8412536
506,-0.96155244,-0.36114395,-0.5860589,-0.8573812
507,-0.99240106,-0.34329978,-0.5837921,-0.8415995
508,-0.9707398,-0.35038096,-0.59612083,-0.8331156
509,-0.97325534,-0.34000793,-0.5862637,-0.8375909
510,-0.97996294,-0.36163974,-0.5778702,-0.83198404
511,-0.9752297,-0.34921786,-0.57749474,-0.8295018
512,-0.97203004,-0.33729053,-0.5855368,-0.8309881
513,-0.97834146,-0.34796995,-0.59741,-0.8353817
514,-0.9920914,-0.3653242,-0.5892677,-0.84244776
515,-0.98488617,-0.3555612,-0.58173317,-0.8474762
516,-0.9714794,-0.3472874,-0.57974637,-0.839474
517,-0.98174596,-0.35563624,-0.58285236,-0.8300835
518,-0.9773082,-0.35152376,-0.582058,-0.82615393
519,-0.9812616,-0.35118,-0.5905971,-0.84687406
520,-0.9878972,-0.32678604,-0.5837097,-0.86191595
521,-0.9794998,-0.3485184,-0.6084919,-0.82461095
522,-0.967109,-0.34476736,-0.5791359,-0.84983623
523,-0.97177756,-0.35702583,-0.5897779,-0.82722074
524,-0.9774931,-0.33974847,-0.59409285,-0.848072
525,-0.9604571,-0.34531128,-0.58725375,-0.8188741
526,-0.98098266,-0.3495128,-0.5788856,-0.8570128
527,-0.9933181,-0.3686883,-0.5691798,-0.83806574
528,-0.9769153,-0.36223927,-0.59902966,-0.83868635
529,-0.9762461,-0.3437243,-0.5828749,-0.842364
530,-0.9871009,-0.35135156,-0.5734033,-0.8227879
531,-0.9754536,-0.33568722,-0.595971,-0.8358137
532,-0.9732714,-0.34642574,-0.57560927,-0.84524107
533,-0.95969445,-0.3495527,-0.5940794,-0.8520469
534,-0.96196383,-0.36130846,-0.58082175,-0.85340554
535,-0.97254175,-0.34132257,-0.57724124,-0.8361894
536,-0.9618965,-0.344953,-0.5932347,-0.856631
537,-0.97375196,-0.3452696,-0.6000332,-0.851481
538,-0.98610336,-0.3482694,-0.58954096,-0.86187273
539,-0.99059004,-0.35949278,-0.59458035,-0.847018
540,-0.98708636,-0.36633727,-0.60356337,-0.8559423
541,-0.9850782,-0.35327137,-0.5858434,-0.84208506
542,-0.99478656,-0.3556316,-0.5839849,-0.844111
543,-0.98138124,-0.33367527,-0.5802004,-0.843361
544,-1.0037374,-0.3524338,-0.5766369,-0.849493
545,-0.97366583,-0.3375222,-0.57129276,-0.8413326
546,-0.9735063,-0.3479546,-0.60208005,-0.85483146
547,-0.97565633,-0.3439188,-0.58180577,-0.82759833
548,-0.98607,-0.35667428,-0.5762189,-0.8462507
549,-0.96844053,-0.33877686,-0.57787806,-0.847647
550,-0.99354196,-0.35368672,-0.606535,-0.82534415
551,-0.9776721,-0.35901654,-0.57203215,-0.84846807
552,-0.99507576,-0.37777188,-0.5834502,-0.8465811
553,-0.9907675,-0.34576234,-0.5870754,-0.833617
554,-0.97577757,-0.3580228,-0.5886652,-0.8533229
555,-0.9740275,-0.34343663,-0.5930254,-0.838672
556,-0.9717013,-0.34880012,-0.57420427,-0.83332616
557,-0.9666673,-0.33737335,-0.5840966,-0.84700656
558,-0.97131556,-0.35662183,-0.5907776,-0.8564628
559,-0.9715797,-0.35473135,-0.58324337,-0.82688284
560,-0.96633613,-0.34668064,-0.5931062,-0.8472929
561,-0.9728105,-0.35516286,-0.58760035,-0.8466325
562,-0.9727703,-0.36276603,-0.5837481,-0.82275146
563,-0.9656117,-0.3507753,-0.58535683,-0.8331693
564,-0.96345395,-0.34461042,-0.6010156,-0.8331749
565,-0.9853008,-0.33731684,-0.5857136,-0.85612935
566,-0.97657555,-0.36085004,-0.57526094,-0.8445421
567,-0.9955995,-0.36073485,-0.5913419,-0.85417324
568,-0.986283,-0.36802626,-0.5912287,-0.84510475
569,-0.96897244,-0.3562548,-0.5967734,-0.8505193
570,-0.98105717,-0.3474338,-0.5854509,-0.8287824
571,-0.94647396,-0.34022558,-0.5908856,-0.83628553
572,-0.97750115,-0.34789798,-0.56698436,-0.84512275
573,-0.9657304,-0.34786084,-0.59138227,-0.8268321
574,-0.9778556,-0.33479428,-0.60016733,-0.8526308
575,-0.9693119,-0.34982082,-0.5859501,-0.8275392
576,-0.9835831,-0.35305667,-0.5873807,-0.83767104
577,-0.9766303,-0.35157043,-0.57988846,-0.82219523
578,-1.0006732,-0.3527279,-0.5870243,-0.83879036
579,-0.9671535,-0.35082206,-0.58433956,-0.8507687
580,-0.96793497,-0.3415178,-0.5850349,-0.8480755
581,-0.9738327,-0.3407724,-0.5769542,-0.8502401
582,-0.9530001,-0.35478726,-0.5669763,-0.8403628
583,-0.9916339,-0.36338538,-0.5913717,-0.8427976
584,-0.98411477,-0.35326907,-0.5719295,-0.85061735
585,-0.9720974,-0.3466223,-0.5884622,-0.84478325
586,-0.97879887,-0.33721656,-0.58472204,-0.8404003
587,-0.9997819,-0.34901866,-0.5882583,-0.83476627
588,-0.97624487,-0.36055747,-0.58091706,-0.8394023
589,-0.99000615,-0.35005152,-0.583682,-0.849514
590,-0.97249323,-0.33166218,-0.5928078,-0.82930356
591,-0.98133916,-0.35922885,-0.5879453,-0.82893735
592,-0.9783871,-0.37535053,-0.5905306,-0.8409337
593,-0.99897456,-0.34707025,-0.5920073,-0.8513774
594,-0.9751702,-0.35735455,-0.596023,-0.8360613
595,-0.96753865,-0.3560929,-0.5927599,-0.8170761
596,-0.9763923,-0.36225265,-0.58192146,-0.84838617
597,-0.97911847,-0.3560142,-0.58055025,-0.84279794
598,-0.9713966,-0.3582511,-0.5945817,-0.86483955
599,-0.9805978,-0.35095456,-0.574107,-0.8329011
600,-0.9857887,-0.3452882,-0.6006866,-0.8403619
601,-0.9736211,-0.35901293,-0.5813975,-0.82524025
602,-0.99146515,-0.35097528,-0.5873155,-0.82864356
603,-0.988416,-0.3404208,-0.582697,-0.8509166
604,-0.96091217,-0.3563078,-0.58618116,-0.84195775
605,-0.9793805,-0.35313368,-0.5931493,-0.8435565
606,-0.9601218,-0.3403739,-0.5783431,-0.8370538
607,-0.9729338,-0.34242642,-0.5793924,-0.8227597
608,-0.9778951,-0.34563473,-0.5819789,-0.8256942
609,-0.972875,-0.35249242,-0.5862206,-0.86549354
610,-0.9801492,-0.34105414,-0.58023125,-0.83137465
611,-0.9982207,-0.34914073,-0.579326,-0.847703
612,-0.9915316,-0.36570102,-0.5736278,-0.82993776
613,-0.96925354,-0.34337997,-0.56929064,-0.8543834
614,-0.9727728,-0.35029966,-0.59062916,-0.8363348
615,-0.97870797,-0.3666454,-0.59040004,-0.8302173
616,-0.9753322,-0.3374533,-0.5927863,-0.8479075
617,-0.9879958,-0.33710393,-0.5917694,-0.83903193
618,-0.9716918,-0.342207,-0.57237583,-0.83091533
619,-0.96858346,-0.37074205,-0.5901092,-0.8312429
620,-0.98674333,-0.36581305,-0.5793933,-0.83350265
621,-0.984822,-0.34176555,-0.5795551,-0.8424069
622,-0.97484493,-0.34296548,-0.5851747,-0.8545484
623,-0.9904547,-0.34305808,-0.59261894,-0.84701264
624,-0.9650823,-0.3593909,-0.59916604,-0.83543324
625,-0.96996224,-0.3610425,-0.5721786,-0.847977
626,-0.98218083,-0.36017856,-0.60379547,-0.8218427
627,-0.98347276,-0.36276826,-0.5944929,-0.8392459
628,-0.98488486,-0.3389263,-0.58296216,-0.8339731
629,-0.9689237,-0.33465782,-0.5959211,-0.8471618
630,-0.9848464,-0.36832178,-0.5857188,-0.83590984
631,-0.9711162,-0.3686269,-0.5785312,-0.83769023
632,-0.98480994,-0.34198374,-0.57707125,-0.8563766
633,-0.9765793,-0.35088098,-0.5747054,-0.8492354
634,-0.9569967,-0.33777028,-0.5727221,-0.8556624
635,-0.9729738,-0.37122017,-0.5911565,-0.8358034
636,-0.9806369,-0.3393601,-0.58276093,-0.84436977
637,-0.9796939,-0.3431827,-0.5857962,-0.8334942
638,-0.9712717,-0.34023166,-0.5645913,-0.85186684
639,-0.9764506,-0.36089265,-0.5804217,-0.84220684
640,-0.96465033,-0.34764758,-0.59430605,-0.8320425
641,-0.99231315,-0.3524274,-0.5967594,-0.8386131
642,-0.972223,-0.34740987,-0.57939005,-0.8480735
643,-0.95938516,-0.35090488,-0.57754743,-0.84717447
644,-0.9834049,-0.34059134,-0.5918758,-0.8447294
645,-1.0006261,-0.34141174,-0.5790766,-0.8357619
646,-0.97147983,-0.37431815,-0.575912,-0.84572834
647,-0.9869489,-0.35796404,-0.5754764,-0.83091015
648,-0.99301857,-0.3486908,-0.58658195,-0.8359073
649,-0.96955055,-0.34932888,-0.5890277,-0.8328411
650,-0.9865049,-0.34821358,-0.6065344,-0.85341394
651,-0.97838825,-0.35761568,-0.56832147,-0.8480447
652,-1.0051998,-0.34718043,-0.58397245,-0.8453478
653,-0.97290534,-0.3471555,-0.56502503,-0.8458136
654,-0.9779674,-0.34783164,-0.5942667,-0.83190805
655,-0.9882184,-0.35423917,-0.57161164,-0.8570358
656,-0.9863467,-0.348977,-0.58713543,-0.8374524
657,-0.9733068,-0.3413944,-0.59187126,-0.8276084
658,-0.9818141,-0.34418446,-0.5728209,-0.8555459
659,-0.9703918,-0.33044162,-0.59803647,-0.8406578
660,-0.9739339,-0.3450749,-0.57778215,-0.8649429
661,-0.9916393,-0.3528231,-0.5800595,-0.83187747
662,-0.96781856,-0.3442794,-0.59012926,-0.8619541
663,-0.9832768,-0.32676756,-0.5913245,-0.8595498
664,-0.9799223,-0.3619614,-0.57689756,-0.85096437
665,-0.9702968,-0.34127554,-0.5889708,-0.84883446
666,-0.965873,-0.35431713,-0.5916023,-0.8354067
667,-0.9735584,-0.3411014,-0.6043498,-0.85636604
668,-0.9830536,-0.3502463,-0.5919249,-0.83529955
669,-0.97252756,-0.35284302,-0.5918444,-0.8273129
670,-0.9754346,-0.33726352,-0.57718575,-0.8471419
671,-0.9969021,-0.3529585,-0.57931286,-0.84234583
672,-0.9589477,-0.344426,-0.56488264,-0.8335066
673,-0.97529095,-0.35771328,-0.5804126,-0.8502644
674,-0.9707419,-0.33990067,-0.58390623,-0.85304666
675,-0.9804551,-0.35351104,-0.5631354,-0.8524837
676,-0.96706367,-0.3408205,-0.5677684,-0.85204065
677,-0.99921006,-0.35071456,-0.58994573,-0.84866357
678,-0.9886812,-0.36593986,-0.5619727,-0.85053205
679,-0.9601732,-0.35704508,-0.5883509,-0.84223425
680,-0.97370446,-0.34190208,-0.592654,-0.8585535
681,-0.99724996,-0.3430277,-0.5901372,-0.84328413
682,-0.977617,-0.3338786,-0.5793506,-0.83891153
683,-0.96393895,-0.3413031,-0.577639,-0.83618367
684,-0.96968675,-0.3608542,-0.5854226,-0.83817405
685,-0.9788376,-0.34102774,-0.5943367,-0.8563631
686,-0.99260294,-0.34394234,-0.5677086,-0.8353364
687,-0.9867714,-0.33308423,-0.5868606,-0.84707403
688,-0.9938717,-0.35843837,-0.5914412,-0.8472365
689,-0.96851194,-0.33183384,-0.5873872,-0.85447556
690,-0.9883544,-0.3542155,-0.5899903,-0.8339141
691,-0.9769966,-0.3501801,-0.5800906,-0.8206911
692,-0.97851497,-0.33234358,-0.5763575,-0.8613905
693,-0.95980585,-0.36130428,-0.5813425,-0.8388105
694,-0.9829155,-0.34393638,-0.57256585,-0.84004307
695,-0.988905,-0.34219712,-0.5814306,-0.8468868
696,-0.9372618,-0.3513484,-0.57286996,-0.8313216
697,-1.0036544,-0.33495465,-0.5776129,-0.85043454
698,-0.96989566,-0.33452377,-0.5839467,-0.84412587
699,-0.97811276,-0.34505814,-0.583676,-0.8582375
700,-0.97929895,-0.3268061,-0.5915356,-0.84708655
701,-0.97690994,-0.32714444,-0.6016238,-0.8331135
702,-0.9894335,-0.35300505,-0.60271794,-0.8613278
703,-0.9788833,-0.342133,-0.59538853,-0.8514861
704,-0.9693775,-0.3415787,-0.5881943,-0.8402733
705,-0.9803487,-0.34231657,-0.5797098,-0.83372074
706,-0.9823589,-0.35992026,-0.5968256,-0.85104156
707,-0.9835352,-0.353025,-0.5708787,-0.84745485
708,-0.990545,-0.33885032,-0.5866306,-0.8476189
709,-0.97352785,-0.35474533,-0.5785624,-0.8350832
710,-0.9715652,-0.37047893,-0.586754,-0.8617607
711,-0.97748715,-0.35043287,-0.58816904,-0.829989
712,-0.9830268,-0.35590273,-0.57767266,-0.8327622
713,-0.9757384,-0.33918494,-0.5839653,-0.8330224
714,-0.9721265,-0.34695944,-0.59689134,-0.83798605
715,-0.96861386,-0.3573272,-0.5960969,-0.8364806
716,-0.99131554,-0.34886718,-0.58535266,-0.8377184
717,-0.9749157,-0.36013463,-0.5965507,-0.84734374
718,-0.9725844,-0.34734973,-0.56784886,-0.8387671
719,-0.97389203,-0.36057943,-0.57899696,-0.83878434
720,-0.9730671,-0.3425791,-0.5865024,-0.85899276
721,-0.97901183,-0.34166256,-0.59161913,-0.8341259
722,-0.9825595,-0.35854563,-0.5909626,-0.8455447
723,-1.0010026,-0.355491,-0.60134506,-0.8331494
724,-0.963615,-0.3379309,-0.59147984,-0.8584797
725,-0.9802668,-0.36052468,-0.5925756,-0.85180324
726,-0.9800457,-0.35024664,-0.5850331,-0.8421562
727,-0.97388893,-0.3552008,-0.58830434,-0.84241223
728,-0.98272634,-0.34746468,-0.59570736,-0.846239
729,-0.99149,-0.35169366,-0.5762907,-0.8553955
730,-0.9880931,-0.35631126,-0.574661,-0.847959
731,-0.9758318,-0.35430986,-0.59938425,-0.8358333
732,-0.9829835,-0.35844082,-0.5904576,-0.83815205
733,-0.9812524,-0.33761728,-0.6040803,-0.83884495
734,-0.98522514,-0.36596045,-0.58426255,-0.8294486
735,-0.9756522,-0.35627103,-0.6053816,-0.8470912
736,-0.98388386,-0.35713053,-0.5883756,-0.84413403
737,-1.0011135,-0.3481336,-0.6060794,-0.83167154
738,-0.98447233,-0.3482577,-0.5937487,-0.84745586
739,-0.97796357,-0.3359917,-0.58217645,-0.84711796
740,-0.9640894,-0.33931154,-0.58880836,-0.85663986
741,-0.9957684,-0.36108166,-0.58190626,-0.8423599
742,-0.9853203,-0.35910103,-0.5663686,-0.8464836
743,-0.9859369,-0.3486197,-0.5748851,-0.83259434
744,-0.9869993,-0.33410084,-0.59343094,-0.84044045
745,-0.97331333,-0.34034663,-0.5824621,-0.85077345
746,-0.99076796,-0.36137775,-0.58101445,-0.85256827
747,-0.9900279,-0.36260462,-0.5752604,-0.853271
748,-0.98831195,-0.34202713,-0.5831115,-0.8540262
749,-0.97934115,-0.35557184,-0.60027033,-0.8369373
750,-0.97195876,-0.34687507,-0.56861913,-0.8262876
751,-0.97676474,-0.35597548,-0.5905889,-0.84071136
752,-0.96685314,-0.34376574,-0.5921657,-0.853431
753,-0.97919005,-0.35304502,-0.57517785,-0.8462736
754,-0.9833382,-0.35310072,-0.57229584,-0.835424
755,-0.9864533,-0.34399018,-0.60131764,-0.86337656
756,-0.96109515,-0.35306248,-0.5687355,-0.82860094
757,-0.9716952,-0.36032772,-0.5709252,-0.8307413
758,-0.976942,-0.35109577,-0.5932895,-0.83649015
759,-0.98335636,-0.34277788,-0.5820923,-0.83051085
760,-0.97855204,-0.35529146,-0.58911425,-0.8396761
761,-0.9614555,-0.3605719,-0.5800254,-0.8517419
762,-0.97090816,-0.35360575,-0.5851162,-0.8452854
763,-0.9828397,-0.37663466,-0.58706033,-0.82235765
764,-0.996051,-0.34896836,-0.59556395,-0.83854485
765,-0.9680905,-0.34865406,-0.5849352,-0.8639679
766,-1.0010698,-0.3499991,-0.57944804,-0.82292676
767,-0.9885385,-0.33806524,-0.55610037,-0.8420534
768,-0.9863652,-0.34690246,-0.6012315,-0.8510542
769,-0.97701067,-0.35508004,-0.60063684,-0.86268777
770,-0.9757229,-0.3459418,-0.58030564,-0.83479685
771,-0.9864641,-0.3481379,-0.5752028,-0.8352141
772,-0.98496705,-0.35916755,-0.566065,-0.8348274
773,-0.98130536,-0.34922287,-0.5865591,-0.83172786
774,-0.97926325,-0.3432373,-0.5722356,-0.842664
775,-0.98962826,-0.34797972,-0.6100475,-0.843523
776,-0.97642195,-0.35397598,-0.6012772,-0.8365103
777,-0.96539235,-0.36669657,-0.5899231,-0.82890606
778,-0.98055345,-0.35872477,-0.6022608,-0.83619964
779,-0.9688089,-0.3374294,-0.58648926,-0.8499027
780,-0.9862036,-0.3345673,-0.5845051,-0.8367316
781,-0.9959624,-0.351732,-0.5832868,-0.8338963
782,-1.0009241,-0.34247985,-0.5782513,-0.8500463
783,-0.9666916,-0.36305463,-0.5816927,-0.8528963
784,-0.9782027,-0.33924842,-0.59974986,-0.8396167
785,-0.9804569,-0.33476287,-0.58903736,-0.84501916
786,-0.9731736,-0.35535288,-0.59176993,-0.85864806
787,-0.97891337,-0.35044545,-0.59393436,-0.8628465
788,-0.96982974,-0.34360775,-0.5883412,-0.83001524
789,-0.9629639,-0.35192472,-0.5910045,-0.84454346
790,-0.9665875,-0.3498241,-0.5879068,-0.85235494
791,-0.9765625,-0.33648613,-0.588087,-0.847461
792,-0.9833679,-0.34503046,-0.593577,-0.84541297
793,-0.97899514,-0.3526102,-0.5768373,-0.8395327
794,-0.9664344,-0.3522292,-0.57756513,-0.8473559
795,-0.9978695,-0.33249086,-0.5964711,-0.82872176
796,-0.9958027,-0.35757202,-0.58800477,-0.8264409
797,-0.9748751,-0.35597992,-0.5996808,-0.8454846
798,-0.9788295,-0.34646726,-0.5859057,-0.8381761
799,-0.98302853,-0.35229015,-0.58152264,-0.8476161
800,-0.9801663,-0.36329892,-0.58378017,-0.8145084
801,-0.9921111,-0.3376704,-0.57810557,-0.8451964
802,-0.977321,-0.34294647,-0.59801924,-0.8401565
803,-0.9823375,-0.32514483,-0.5989752,-0.83935326
804,-1.0041338,-0.3614363,-0.56816,-0.8466919
805,-0.98759985,-0.33425498,-0.5828248,-0.83084625
806,-0.9958829,-0.3438983,-0.5800242,-0.83418584
807,-0.98245174,-0.35299966,-0.5830975,-0.84501386
808,-0.9660416,-0.3511478,-0.58905107,-0.8478497
809,-0.97224146,-0.33854306,-0.5834814,-0.8583183
810,-0.9822668,-0.3425893,-0.57269377,-0.8350128
811,-0.9890613,-0.35262567,-0.59096205,-0.82514167
812,-0.97801065,-0.34505853,-0.6016172,-0.8389007
813,-0.9929503,-0.36206833,-0.5924247,-0.84826785
814,-0.97525233,-0.34464785,-0.57384026,-0.8422283
815,-0.977831,-0.3493086,-0.5868032,-0.82041967
816,-0.9791387,-0.36904907,-0.60273874,-0.8331482
817,-0.98512673,-0.34716952,-0.5781083,-0.8541974
818,-0.9695366,-0.3633825,-0.5729671,-0.8515685
819,-0.9882747,-0.36576962,-0.5779362,-0.8404166
820,-0.9820764,-0.34446818,-0.5777597,-0.84816754
821,-0.965127,-0.3422089,-0.60113525,-0.85045373
822,-0.9875696,-0.3710061,-0.57245666,-0.8287146
823,-0.97705925,-0.33594126,-0.5935322,-0.83673364
824,-0.9837435,-0.32800233,-0.5706975,-0.8476843
825,-0.985588,-0.34803092,-0.5678768,-0.8402179
826,-0.98960704,-0.3598012,-0.5980023,-0.84775364
827,-0.9772917,-0.35039502,-0.5938856,-0.8431196
828,-0.9713406,-0.3405282,-0.6014419,-0.8529111
829,-0.9762286,-0.3400593,-0.5759601,-0.84359676
830,-0.9866115,-0.3365565,-0.5682635,-0.8399983
831,-0.957261,-0.35157228,-0.59420353,-0.8381029
832,-0.9661136,-0.347683,-0.5569977,-0.82123876
833,-0.98386616,-0.35240322,-0.5861285,-0.84071916
834,-0.9765165,-0.35445297,-0.58047676,-0.85679114
835,-0.97092146,-0.34067875,-0.571644,-0.8449712
836,-0.9689161,-0.34735817,-0.595391,-0.8056726
837,-0.98311937,-0.34367663,-0.5856598,-0.85725635
838,-0.97763664,-0.34262848,-0.595678,-0.83217406
839,-0.96531034,-0.34915277,-0.60001546,-0.84216326
840,-0.9966226,-0.3468748,-0.5891324,-0.8559285
841,-0.9695509,-0.33511132,-0.610844,-0.83668786
842,-0.9786296,-0.34161255,-0.59535027,-0.82449555
843,-0.98258555,-0.35262963,-0.5891515,-0.8399051
844,-0.9858929,-0.3509322,-0.5890227,-0.8420299
845,-0.9808818,-0.35225126,-0.5945155,-0.8476312
846,-0.98683774,-0.35235,-0.5723067,-0.84171414
847,-0.9695503,-0.36595327,-0.5762573,-0.8422612
848,-0.9761981,-0.33941597,-0.5821245,-0.8254923
849,-0.9771465,-0.36074516,-0.5770666,-0.84118825
850,-0.97135574,-0.34803486,-0.5753162,-0.85161847
851,-0.97170067,-0.3384409,-0.596486,-0.83255297
852,-0.9870144,-0.35059667,-0.57336277,-0.8346332
853,-0.9826815,-0.35202283,-0.5784097,-0.83179873
854,-0.98016435,-0.35292324,-0.58648944,-0.8336196
855,-0.9699208,-0.34315342,-0.5765253,-0.8350385
856,-0.9837872,-0.3432686,-0.5864721,-0.8364931
857,-0.97121257,-0.3461038,-0.59080803,-0.8547353
858,-0.99511594,-0.3572538,-0.57366383,-0.8604993
859,-0.98857975,-0.35389212,-0.58605474,-0.84344006
860,-0.96115535,-0.33690298,-0.58261496,-0.85237
861,-0.98510826,-0.32654443,-0.5813665,-0.84800965
862,-0.98183084,-0.35078883,-0.58158875,-0.84040505
863,-0.99019665,-0.34822595,-0.5801736,-0.8393609
864,-0.984919,-0.34592184,-0.5658957,-0.8435743
865,-0.979618,-0.34330705,-0.5883888,-0.8299996
866,-0.9853583,-0.35022312,-0.580742,-0.8401994
867,-0.9785654,-0.36333913,-0.56996226,-0.851405
868,-0.963193,-0.34815192,-0.5844001,-0.8437847
869,-0.9883347,-0.33906752,-0.5800465,-0.8412973
870,-0.9823933,-0.3510597,-0.6007225,-0.83294374
871,-0.9766724,-0.35266012,-0.5929163,-0.8401728
872,-0.9724788,-0.32542884,-0.5837161,-0.83571005
873,-0.9972808,-0.33152136,-0.57022,-0.8567282
874,-0.97244835,-0.3340414,-0.60766304,-0.83176255
875,-0.97475135,-0.33188558,-0.5852452,-0.84221643
876,-0.9792942,-0.36156037,-0.5946199,-0.83517987
877,-0.98065907,-0.34392604,-0.5923717,-0.84377295
878,-0.9834384,-0.36886626,-0.58336127,-0.83339596
879,-0.99558103,-0.3532478,-0.5834886,-0.84250844
880,-0.969101,-0.33358407,-0.5902522,-0.8456133
881,-0.98998237,-0.35805976,-0.5779851,-0.81954306
882,-0.964422,-0.36500764,-0.57369787,-0.84348464
883,-0.9722906,-0.3491518,-0.5921369,-0.85836
884,-0.99901813,-0.34778583,-0.58658034,-0.8386106
885,-0.98269963,-0.35078287,-0.5999457,-0.86643046
886,-0.9751216,-0.36091623,-0.5754051,-0.82814026
887,-0.98233247,-0.35655457,-0.5783256,-0.8390567
888,-0.97664946,-0.33958766,-0.573343,-0.8405053
889,-0.9763014,-0.3445437,-0.58234304,-0.83964056
890,-0.9658977,-0.34158346,-0.5934879,-0.84580797
891,-0.9694253,-0.3656418,-0.58748955,-0.85104233
892,-0.96656483,-0.34499612,-0.57762694,-0.8327115
893,-0.97506046,-0.36953825,-0.59538645,-0.84692156
894,-0.9762963,-0.3586548,-0.5856486,-0.8362294
895,-0.9762958,-0.35177532,-0.58741647,-0.83267486
896,-0.9663798,-0.33373842,-0.5670287,-0.84715974
897,-0.98359656,-0.34603757,-0.5915816,-0.85616076
898,-0.9820473,-0.33502796,-0.5764299,-0.8387246
899,-0.98332864,-0.35194847,-0.5825763,-0.8406838
900,-0.99258935,-0.34862635,-0.59575987,-0.8426913
901,-0.97193503,-0.34959614,-0.5829047,-0.84679115
902,-0.9952455,-0.36544013,-0.5759268,-0.8389423
903,-0.9615509,-0.35306597,-0.58114696,-0.8366309
904,-0.9991714,-0.37018335,-0.5985857,-0.847011
905,-0.96232563,-0.35518187,-0.58270943,-0.8564282
906,-0.9719876,-0.35564432,-0.606773,-0.8372557
907,-0.9946194,-0.35876945,-0.5813212,-0.84487164
908,-0.966255,-0.33832026,-0.5839918,-0.83615744
909,-0.9590232,-0.35422832,-0.58941096,-0.82216305
910,-0.97575164,-0.35769263,-0.5983179,-0.8444638
911,-0.9614416,-0.34058866,-0.5845413,-0.82309777
912,-0.97063905,-0.34365556,-0.5655946,-0.8485074
913,-0.97237265,-0.35667333,-0.5720051,-0.8448119
914,-0.9864437,-0.36069378,-0.58914113,-0.85284716
915,-0.9706502,-0.3638972,-0.5893604,-0.8413086
916,-0.97569937,-0.34563002,-0.5825772,-0.8573201
917,-0.9885461,-0.36023775,-0.5958063,-0.84873664
918,-0.97519463,-0.35501865,-0.58227086,-0.8282028
919,-0.9762655,-0.3424462,-0.5923715,-0.8330162
920,-0.9600581,-0.35415927,-0.59515184,-0.84318435
921,-0.9830227,-0.35068116,-0.5743127,-0.86139756
922,-0.9717305,-0.3399743,-0.5885191,-0.8353436
923,-0.9859894,-0.3422352,-0.5978017,-0.8461538
924,-1.0024595,-0.35948172,-0.59390783,-0.8561147
925,-0.9757919,-0.34624618,-0.5810175,-0.85263133
926,-0.97452873,-0.3319083,-0.5755647,-0.8577593
927,-0.98394215,-0.3481054,-0.5780002,-0.83478045
928,-0.9595451,-0.34947956,-0.58664787,-0.83570945
929,-0.98510945,-0.34982246,-0.58420527,-0.83797127
930,-0.9688044,-0.34640366,-0.5681859,-0.84743273
