,EX_A_sp1,EX_B_sp1,EX_A_sp2,EX_B_sp2
488,-1.3907998,0.5773132,0.47426412,-1.3884014
489,-1.3896041,0.5744549,0.44466832,-1.3735988
490,-1.3974845,0.56283647,0.45499012,-1.3740926
491,-1.3815165,0.5841614,0.4681586,-1.3663932
492,-1.3602548,0.5737533,0.45379263,-1.3847795
493,-1.3829987,0.5740949,0.44947332,-1.3719445
494,-1.3910414,0.5760329,0.46378863,-1.3900471
495,-1.3978258,0.5752828,0.47104064,-1.355214
496,-1.3717844,0.58481824,0.4403233,-1.3790448
497,-1.3902088,0.59386444,0.46033677,-1.3776371
498,-1.3804411,0.5748347,0.46492094,-1.3973607
499,-1.3786526,0.58235735,0.46580324,-1.3816731
500,-1.3889564,0.58744794,0.47267035,-1.3726832
501,-1.3849678,0.57803684,0.4497852,-1.3827916
502,-1.3986593,0.5716474,0.4722742,-1.3732795
503,-1.3784928,0.5823905,0.46509135,-1.3668313
504,-1.3963245,0.56804574,0.46107835,-1.3773438
505,-1.3952233,0.5722766,0.45905358,-1.3886404
506,-1.379421,0.56870484,0.4567039,-1.3520427
507,-1.3795562,0.57118094,0.46714774,-1.3721745
508,-1.3811469,0.5848856,0.46633726,-1.3743488
509,-1.3927616,0.5777255,0.44616655,-1.3856016
510,-1.3672783,0.59451544,0.46843442,-1.3951111
511,-1.4062024,0.5600558,0.44682828,-1.3821309
512,-1.3866985,0.5727883,0.45222017,-1.3696431
513,-1.3856192,0.567727,0.44813842,-1.3892193
514,-1.369347,0.5627775,0.4826422,-1.378786
515,-1.3785594,0.58599883,0.4509772,-1.4035121
516,-1.3742908,0.5766428,0.46442017,-1.3639375
517,-1.375456,0.5681241,0.46423987,-1.3853899
518,-1.3722556,0.58033377,0.46282992,-1.3743502
519,-1.393524,0.5886359,0.4648974,-1.3651186
520,-1.3913515,0.5583334,0.45567787,-1.3774183
521,-1.3925277,0.57518744,0.4620746,-1.3649471
522,-1.3859689,0.59453696,0.4648667,-1.3861488
523,-1.3958919,0.5714321,0.47837386,-1.3675164
524,-1.3864421,0.5685624,0.472586,-1.3814484
525,-1.3962249,0.5707558,0.47344932,-1.3715993
526,-1.3853735,0.5767598,0.44910315,-1.3882298
527,-1.3837738,0.57856375,0.46977592,-1.37145
528,-1.3877426,0.573224,0.4655746,-1.3882082
529,-1.394571,0.56521666,0.4539404,-1.3796018
530,-1.3786807,0.58941007,0.46934035,-1.3780508
531,-1.3554151,0.55464906,0.46564922,-1.3681433
532,-1.3924329,0.5645447,0.45860547,-1.3851314
533,-1.3742951,0.58351976,0.45364282,-1.3889306
534,-1.3817974,0.5778805,0.45458668,-1.3825114
535,-1.3811214,0.5577384,0.4612732,-1.3580726
536,-1.3753656,0.5713846,0.47245252,-1.3911548
537,-1.3867687,0.5573477,0.47261348,-1.3783189
538,-1.3993618,0.57993454,0.45863673,-1.3816974
539,-1.3898653,0.5710985,0.4617324,-1.3865759
540,-1.3832746,0.58517104,0.47893098,-1.3739114
541,-1.3789535,0.57041883,0.45778418,-1.374467
542,-1.3919789,0.5761681,0.4418031,-1.3740957
543,-1.3958223,0.5723417,0.45818728,-1.3850354
544,-1.383554,0.57379997,0.45695543,-1.3584262
545,-1.3749927,0.570497,0.4632761,-1.3899243
546,-1.3892186,0.5757979,0.45837185,-1.3674468
547,-1.3930694,0.58932275,0.47382817,-1.3790886
548,-1.393657,0.5507138,0.47127104,-1.3877375
549,-1.3866447,0.5525212,0.47406423,-1.3858488
550,-1.3776625,0.5856484,0.4612177,-1.3922256
551,-1.3971219,0.5761621,0.4759081,-1.3761296
552,-1.3810382,0.57423306,0.45950136,-1.3705224
553,-1.3912387,0.5847436,0.4563789,-1.3835701
554,-1.3956712,0.57680976,0.468004,-1.3768681
555,-1.3963453,0.5767445,0.45485842,-1.3676891
556,-1.3734123,0.5634106,0.4530366,-1.3743404
557,-1.3989366,0.5631227,0.46626797,-1.3738301
558,-1.3824217,0.5871383,0.45423084,-1.365146
559,-1.3779647,0.5674761,0.47183326,-1.3814942
560,-1.4071766,0.5763024,0.46702695,-1.3708507
561,-1.380758,0.56635153,0.4729153,-1.3721642
562,-1.3815984,0.590351,0.4623755,-1.3709812
563,-1.4009085,0.5566809,0.45605955,-1.3783613
564,-1.3844651,0.5821382,0.48124462,-1.3688699
565,-1.3765401,0.5739994,0.46015206,-1.379785
566,-1.389771,0.5714368,0.45728737,-1.3905005
567,-1.3940068,0.5853137,0.4656216,-1.3672276
568,-1.3843625,0.5653376,0.46169543,-1.3889446
569,-1.3947401,0.56834793,0.46658358,-1.379404
570,-1.3758781,0.5786675,0.45280758,-1.3790601
571,-1.3778609,0.5752639,0.46889535,-1.3786346
572,-1.3824738,0.55515254,0.44882995,-1.3676991
573,-1.389926,0.570811,0.45622328,-1.3711061
574,-1.3694242,0.5776724,0.4669969,-1.386816
575,-1.3779676,0.59231263,0.47269657,-1.3765979
576,-1.3852608,0.57898796,0.46657735,-1.3865198
577,-1.3807819,0.58664876,0.44866234,-1.384565
578,-1.3728869,0.557603,0.46196088,-1.3723433
579,-1.3901497,0.5759698,0.47121897,-1.3582009
580,-1.3986365,0.5678959,0.467651,-1.3750371
581,-1.379155,0.5478679,0.45120522,-1.3859899
582,-1.3745114,0.5752402,0.4491461,-1.3874856
583,-1.3848193,0.5573342,0.4547269,-1.3662405
584,-1.3765471,0.5738273,0.4677899,-1.387758
585,-1.3755343,0.570884,0.47771987,-1.3575327
586,-1.3724226,0.57607347,0.45942894,-1.3955579
587,-1.3884813,0.55767834,0.47961614,-1.3762022
588,-1.3840439,0.5670954,0.45974427,-1.3749057
589,-1.3866965,0.57114416,0.4496135,-1.3821969
590,-1.3934776,0.56959033,0.43598348,-1.390997
591,-1.3789576,0.5620236,0.4617858,-1.392926
592,-1.3827096,0.5660254,0.44888887,-1.3861156
593,-1.3813809,0.56198674,0.43755716,-1.3731616
594,-1.3832197,0.5812431,0.44621822,-1.3773115
595,-1.3835348,0.5577076,0.44562948,-1.3825097
596,-1.3844666,0.5662918,0.47167072,-1.379063
597,-1.3730037,0.5667454,0.44722396,-1.3687096
598,-1.3930135,0.5673029,0.46649146,-1.3816652
599,-1.3847834,0.5674021,0.46601236,-1.3810788
600,-1.3835319,0.57617134,0.45630962,-1.3614398
601,-1.3854371,0.5763246,0.46799412,-1.3818494
602,-1.3823558,0.6033571,0.45798478,-1.3735374
603,-1.3754915,0.5730202,0.4684321,-1.3711072
604,-1.394096,0.5657426,0.46913812,-1.3701022
605,-1.3880767,0.5631712,0.46117815,-1.3867439
606,-1.3778478,0.574178,0.46169958,-1.3820258
607,-1.3974237,0.566524,0.46152654,-1.3824408
608,-1.3739318,0.5702004,0.44023213,-1.3760313
609,-1.3945317,0.5745166,0.46356726,-1.3757614
610,-1.3997649,0.5735531,0.46488798,-1.3814753
611,-1.3837115,0.5755104,0.45755273,-1.386841
612,-1.3868282,0.57730746,0.46109548,-1.3629597
613,-1.3872949,0.58976614,0.45014298,-1.380686
614,-1.3822353,0.5717593,0.4497401,-1.3763157
615,-1.3894558,0.57790715,0.455721,-1.3847796
616,-1.3746756,0.57832336,0.46866202,-1.3816801
617,-1.3765242,0.5884972,0.4542762,-1.384921
618,-1.38418,0.57981855,0.45829558,-1.3895465
619,-1.3736479,0.58633363,0.46568197,-1.3689703
620,-1.3936256,0.5737824,0.45107713,-1.3656842
621,-1.3921502,0.582186,0.4491008,-1.3878173
622,-1.3834026,0.599936,0.4626954,-1.3700292
623,-1.3888545,0.6041108,0.4632659,-1.3867642
624,-1.3821784,0.5733549,0.4476886,-1.3805051
625,-1.3889654,0.5630929,0.4550109,-1.3580678
626,-1.3916903,0.551665,0.47467682,-1.3790852
627,-1.369085,0.59307116,0.4562946,-1.3821235
628,-1.4040027,0.5838641,0.45721495,-1.370638
629,-1.3678199,0.5844762,0.46308687,-1.3816844
630,-1.3702089,0.56822646,0.4460605,-1.3758193
631,-1.3826542,0.57974327,0.43337318,-1.3752512
632,-1.390674,0.55495846,0.46260804,-1.375013
633,-1.3799486,0.5768448,0.45984504,-1.388084
634,-1.3851945,0.5831624,0.45115322,-1.3762594
635,-1.3647013,0.5755072,0.48852342,-1.3742983
636,-1.385726,0.5814984,0.44718122,-1.3935463
637,-1.3756537,0.57773507,0.4547299,-1.375042
638,-1.3825452,0.5813473,0.4692485,-1.3744739
639,-1.3952217,0.5653897,0.4557388,-1.3706397
640,-1.3888637,0.59687537,0.45885614,-1.3922893
641,-1.3843772,0.59560865,0.47382557,-1.3785657
642,-1.3685657,0.57225543,0.45979032,-1.3820888
643,-1.3919286,0.5642695,0.45627838,-1.389641
644,-1.3957813,0.59079576,0.4560453,-1.3783827
645,-1.3895823,0.5675207,0.48138824,-1.3722293
646,-1.3942114,0.5915732,0.45089486,-1.3737067
647,-1.4094872,0.5576157,0.45738617,-1.388165
648,-1.3917187,0.5856234,0.4586582,-1.3752911
649,-1.3797129,0.574619,0.45686495,-1.3822393
650,-1.3853143,0.56024766,0.4646909,-1.3768574
651,-1.370758,0.5695391,0.4467259,-1.3607702
652,-1.3875177,0.5588995,0.46082222,-1.3776718
653,-1.3947723,0.57685137,0.45579496,-1.389291
654,-1.3582273,0.57381517,0.46937972,-1.3702624
655,-1.3997227,0.58153296,0.451555,-1.3865467
656,-1.3893735,0.5885787,0.46087793,-1.3681288
657,-1.3892188,0.57544327,0.45255926,-1.3788825
658,-1.4000536,0.5708179,0.45078138,-1.3847626
659,-1.3766927,0.5772711,0.44994774,-1.3641895
660,-1.3713206,0.57665163,0.45615172,-1.3882397
661,-1.4019142,0.5732244,0.47044477,-1.3751329
662,-1.3918617,0.57578397,0.45303452,-1.3863118
663,-1.3892031,0.5901013,0.4651519,-1.3832138
664,-1.4025258,0.5782324,0.44323015,-1.3870496
665,-1.3712813,0.5631997,0.4551851,-1.3750018
666,-1.3875085,0.5878831,0.4712348,-1.3689265
667,-1.3762438,0.5668087,0.46501094,-1.379264
668,-1.3976893,0.56076914,0.44855312,-1.370618
669,-1.3777823,0.5895975,0.45615098,-1.3660176
670,-1.3905729,0.58277166,0.44151485,-1.3790799
671,-1.3664197,0.59042823,0.46232072,-1.3683786
672,-1.3731216,0.55888563,0.45135602,-1.3799368
673,-1.3617445,0.5795149,0.47244444,-1.3792737
674,-1.3795099,0.58266664,0.46072838,-1.3880295
675,-1.3985865,0.57338715,0.4694164,-1.3822117
676,-1.387982,0.584979,0.47956902,-1.3890215
677,-1.3942772,0.57881796,0.4463516,-1.3743908
678,-1.3965849,0.57232606,0.46565703,-1.381944
679,-1.3926638,0.58205223,0.45359972,-1.3808041
680,-1.3597474,0.56364626,0.45111373,-1.3871052
681,-1.3899246,0.5741044,0.47204834,-1.3664933
682,-1.3681931,0.57458055,0.46026483,-1.3857822
683,-1.3841517,0.5714188,0.4570393,-1.387853
684,-1.3843993,0.57351625,0.46330556,-1.3822386
685,-1.3790067,0.5807877,0.4571156,-1.3603604
686,-1.3779101,0.5713852,0.44506368,-1.3972771
687,-1.3837813,0.565294,0.46676746,-1.3822635
688,-1.3832742,0.587609,0.4702936,-1.3792595
689,-1.3719707,0.5734843,0.4709574,-1.379897
690,-1.3940078,0.5667963,0.4785494,-1.3727657
691,-1.3906174,0.5755333,0.45879367,-1.3843207
692,-1.3773229,0.5649016,0.4726137,-1.3754259
693,-1.3815407,0.58997387,0.44625142,-1.3784528
694,-1.3802167,0.592686,0.46595597,-1.3710269
695,-1.3954618,0.5778826,0.4607364,-1.3746531
696,-1.376818,0.5721985,0.4588068,-1.3690262
697,-1.3800472,0.577882,0.46631503,-1.3743556
698,-1.370855,0.5436343,0.46051764,-1.3870044
699,-1.373402,0.5587395,0.4676672,-1.399676
700,-1.3692805,0.5729282,0.44889024,-1.3810431
701,-1.3807918,0.5810075,0.44861427,-1.3837042
702,-1.3638012,0.589526,0.48191684,-1.3609523
703,-1.3991332,0.5712433,0.45973134,-1.3789241
704,-1.406067,0.5809854,0.45800087,-1.3797292
705,-1.3547745,0.5687191,0.46153507,-1.3814999
706,-1.391039,0.5672637,0.45500004,-1.3865306
707,-1.3809528,0.5907253,0.4509708,-1.3771428
708,-1.3763528,0.5508862,0.43755835,-1.3698608
709,-1.3909131,0.57103246,0.46479815,-1.3700995
710,-1.3814225,0.5892992,0.45118222,-1.3940961
711,-1.3761989,0.55383235,0.4590143,-1.3704945
712,-1.3784816,0.56880075,0.47163805,-1.3853265
713,-1.3653829,0.57330674,0.45851544,-1.3640296
714,-1.3838818,0.558447,0.46321797,-1.3785148
715,-1.3734967,0.57407415,0.47585633,-1.3657874
716,-1.3931664,0.57813215,0.4615256,-1.3844141
717,-1.3808639,0.57184905,0.46808937,-1.3856518
718,-1.378029,0.5769368,0.46655798,-1.3539736
719,-1.3815277,0.57774496,0.4634031,-1.3855315
720,-1.4047121,0.57051176,0.47402018,-1.3789396
721,-1.3897176,0.5758117,0.44812962,-1.3802927
722,-1.3745545,0.5773431,0.4567872,-1.39076
723,-1.3639038,0.58016175,0.4506458,-1.3942727
724,-1.3763115,0.5692422,0.45559484,-1.3729758
725,-1.3705927,0.5575303,0.46184763,-1.3735293
726,-1.3702314,0.5746637,0.4490463,-1.3798419
727,-1.369,0.5735085,0.4586201,-1.3697313
728,-1.3814439,0.5664282,0.46028987,-1.382842
729,-1.3779157,0.5656652,0.46203154,-1.3997192
730,-1.3900963,0.5621975,0.46194375,-1.3763633
731,-1.3719897,0.6011868,0.4737666,-1.3760997
732,-1.3904945,0.5790309,0.44896057,-1.375264
733,-1.3869414,0.5716242,0.4592192,-1.3664674
734,-1.3705627,0.5951499,0.45448837,-1.3723578
735,-1.3772871,0.56698877,0.4677709,-1.3612628
736,-1.3682871,0.55684984,0.46066242,-1.380964
737,-1.3785695,0.576534,0.4488026,-1.3661926
738,-1.3731691,0.5813052,0.4499571,-1.3794539
739,-1.3830692,0.56529933,0.45932174,-1.369001
740,-1.3953239,0.5635248,0.4700888,-1.353928
741,-1.3750664,0.5770826,0.46875823,-1.3560342
742,-1.3766272,0.58043563,0.45797634,-1.3907838
743,-1.3918805,0.5712254,0.46123156,-1.390608
744,-1.3798187,0.58856606,0.45517972,-1.3626974
745,-1.4020091,0.5903677,0.4635124,-1.376014
746,-1.3761624,0.5885055,0.47019142,-1.3678893
747,-1.3893204,0.5717948,0.474489,-1.3864676
748,-1.3932436,0.5682705,0.45341206,-1.3742185
749,-1.3941454,0.59714246,0.44894114,-1.3953452
750,-1.3831508,0.58521205,0.45552313,-1.3893366
751,-1.3805972,0.57092255,0.45412767,-1.3769127
752,-1.3808184,0.57369417,0.4509459,-1.3520147
753,-1.3780028,0.5736777,0.4488202,-1.3930452
754,-1.4014134,0.56374735,0.46189085,-1.3664012
755,-1.3863792,0.5962915,0.44182163,-1.3811626
756,-1.3745224,0.58381003,0.4555393,-1.3770875
757,-1.3768111,0.57327145,0.44253287,-1.3841181
758,-1.3845624,0.5627122,0.45181277,-1.3841206
759,-1.3885583,0.5841323,0.4701723,-1.381569
760,-1.3860629,0.59637564,0.44684422,-1.3849156
761,-1.3835008,0.5823332,0.4487607,-1.3784773
762,-1.3855127,0.5935977,0.43675992,-1.3585896
763,-1.3717867,0.5855434,0.45606506,-1.3686714
764,-1.3725132,0.56281537,0.46390852,-1.373105
765,-1.3825828,0.5770573,0.45814225,-1.3527862
766,-1.38654,0.5736289,0.4862775,-1.3791362
767,-1.3847625,0.5844694,0.45186752,-1.3952179
768,-1.3873752,0.57464814,0.44955376,-1.3878262
769,-1.3992708,0.58173615,0.45045945,-1.3755352
770,-1.3769343,0.5618019,0.45146754,-1.367377
771,-1.3785623,0.5717583,0.46497896,-1.3610275
772,-1.3808815,0.58959043,0.46128502,-1.3937628
773,-1.3990225,0.57222027,0.4682378,-1.3820437
774,-1.3759531,0.5604474,0.46731076,-1.3802936
775,-1.3697622,0.5599001,0.43827417,-1.3850136
776,-1.3892775,0.5810207,0.4617558,-1.3877585
777,-1.3854455,0.5831014,0.46349388,-1.355914
778,-1.3761321,0.5853462,0.45615712,-1.360259
779,-1.3970243,0.593432,0.44949552,-1.3624117
780,-1.3799922,0.5604326,0.45693287,-1.3759317
781,-1.3739139,0.5600025,0.45605233,-1.3682396
782,-1.3900614,0.57796353,0.45508376,-1.3749906
783,-1.3656023,0.57912666,0.47371322,-1.3909929
784,-1.3784772,0.5838449,0.46285456,-1.3774732
785,-1.3733737,0.5948461,0.46008512,-1.3778328
786,-1.3807211,0.57441485,0.45856738,-1.3722464
787,-1.3957366,0.59389514,0.4684706,-1.3701092
788,-1.3688612,0.567557,0.44817165,-1.3695978
789,-1.3877218,0.5903612,0.4647622,-1.3803467
790,-1.395099,0.5696503,0.45991564,-1.4028438
791,-1.3897396,0.5646766,0.4610346,-1.4060677
792,-1.3890193,0.57215613,0.4850099,-1.3871038
793,-1.391936,0.5799347,0.458481,-1.3682432
794,-1.3757392,0.5736683,0.47191456,-1.3861718
795,-1.3828025,0.59467643,0.4594273,-1.3922243
796,-1.385831,0.57298046,0.4724235,-1.3596208
797,-1.3757524,0.56853557,0.44766706,-1.3959067
798,-1.3795767,0.5726762,0.46402884,-1.3801434
799,-1.4119978,0.5883015,0.45542967,-1.3864858
800,-1.3718596,0.5781407,0.451382,-1.3609011
801,-1.3773232,0.5495167,0.455047,-1.3735092
802,-1.3868436,0.57702726,0.44777116,-1.3932498
803,-1.4013371,0.59568626,0.47754264,-1.3767784
804,-1.3927536,0.57081264,0.45615357,-1.3857243
805,-1.4048676,0.57561845,0.45434445,-1.3724111
806,-1.3848943,0.56444025,0.43684056,-1.3730621
807,-1.3769121,0.5748733,0.4520458,-1.3914973
808,-1.383077,0.56468445,0.4656917,-1.3645777
809,-1.3690857,0.58640003,0.47741792,-1.3833097
810,-1.3909495,0.55699176,0.46745545,-1.3790659
811,-1.385805,0.5658829,0.44396934,-1.3726257
812,-1.3870636,0.59102803,0.449391,-1.3819865
813,-1.3825439,0.5971981,0.45719296,-1.3894787
814,-1.3946292,0.58549047,0.46429968,-1.3780545
815,-1.3767664,0.5794241,0.46125758,-1.351943
816,-1.3814641,0.5815114,0.4579134,-1.3813334
817,-1.3986179,0.56839263,0.4544468,-1.3771493
818,-1.3757781,0.55487454,0.4752973,-1.3824178
819,-1.3881345,0.5738981,0.44558525,-1.3767684
820,-1.3841889,0.57266,0.471307,-1.3728195
821,-1.3984598,0.58555317,0.44847956,-1.387465
822,-1.382636,0.5643753,0.47104397,-1.371498
823,-1.3972,0.5712556,0.44858596,-1.3646901
824,-1.3869946,0.591758,0.44542584,-1.3754756
825,-1.389372,0.5981998,0.4647555,-1.3816531
826,-1.3716977,0.58170265,0.46165508,-1.36437
827,-1.3948854,0.5810939,0.4737665,-1.3803773
828,-1.3835233,0.5715366,0.46374065,-1.3888737
829,-1.3922554,0.5823753,0.44979084,-1.3869429
830,-1.3864872,0.56256795,0.46204928,-1.3707056
831,-1.3768216,0.59090585,0.4649159,-1.3683245
832,-1.3792968,0.57589686,0.46562558,-1.384359
833,-1.3727249,0.5624676,0.45609805,-1.3776518
834,-1.3948096,0.57567036,0.46288216,-1.3744581
835,-1.3870324,0.5579436,0.44923177,-1.3864292
836,-1.4063864,0.5674286,0.48635447,-1.3836559
837,-1.3860246,0.5727335,0.46051154,-1.3735906
838,-1.3748589,0.58110625,0.44325116,-1.3642905
839,-1.3913305,0.56618005,0.44864067,-1.3781325
840,-1.3834532,0.5777128,0.45830566,-1.3774282
841,-1.4000254,0.57941884,0.4632608,-1.3667058
842,-1.38015,0.5689786,0.44227925,-1.3832052
843,-1.3754243,0.5686563,0.451794,-1.3817507
844,-1.3607038,0.58604324,0.43683678,-1.3819127
845,-1.3924539,0.5648101,0.45510152,-1.3785018
846,-1.3847122,0.5706174,0.4729012,-1.3809888
847,-1.3941095,0.57227445,0.4634732,-1.3702277
848,-1.3768524,0.55681795,0.46212882,-1.3851967
849,-1.3707306,0.574003,0.44285342,-1.3851506
850,-1.3711841,0.58169377,0.45663077,-1.3700097
851,-1.3814336,0.57886386,0.4686537,-1.3859174
852,-1.3937441,0.56789523,0.46769834,-1.3557719
853,-1.3842084,0.5518337,0.45070156,-1.3647065
854,-1.3865241,0.57351995,0.4623554,-1.3626198
855,-1.3903672,0.5828802,0.4536774,-1.3782799
856,-1.3709393,0.57985574,0.46516508,-1.4017578
857,-1.4052166,0.5827242,0.45664716,-1.3760799
858,-1.39315,0.58976156,0.44852337,-1.370254
859,-1.3854249,0.56980854,0.45410278,-1.3779775
860,-1.3840921,0.5706494,0.47311676,-1.3729247
861,-1.3790426,0.5650058,0.45477045,-1.376704
862,-1.3856586,0.58347666,0.46935174,-1.385833
863,-1.3835291,0.5909626,0.46272883,-1.3745867
864,-1.399964,0.5874667,0.46133184,-1.3707043
865,-1.370645,0.5722761,0.4715629,-1.3683295
866,-1.3917303,0.5784763,0.4576716,-1.3670189
867,-1.388138,0.5862254,0.46294284,-1.378071
868,-1.3968707,0.57819897,0.44900316,-1.3800925
869,-1.3878566,0.5622851,0.4475136,-1.3786407
870,-1.4002432,0.57070047,0.46881402,-1.396901
871,-1.3935561,0.5802543,0.45971406,-1.386033
872,-1.3779895,0.57316107,0.4537738,-1.3857899
873,-1.3847331,0.5886479,0.44236138,-1.3858875
874,-1.3911582,0.560057,0.46444523,-1.367419
875,-1.3761697,0.55180556,0.4487591,-1.3788686
876,-1.38335,0.5752217,0.45996687,-1.3629152
877,-1.3785069,0.56501716,0.46028835,-1.3668889
878,-1.3829082,0.5644975,0.46061677,-1.3731353
879,-1.3764318,0.57062227,0.47561294,-1.3870937
880,-1.3852756,0.57190555,0.4480645,-1.3933938
881,-1.3769855,0.5731915,0.4730414,-1.3795323
882,-1.3745252,0.5698413,0.44701424,-1.3788314
883,-1.3763051,0.56664026,0.4520678,-1.365667
884,-1.3794065,0.59676766,0.48534447,-1.3870823
885,-1.385328,0.56983805,0.47229052,-1.3643303
886,-1.3912174,0.5856688,0.45990095,-1.3974407
887,-1.388406,0.58904296,0.46229836,-1.3703417
888,-1.4032472,0.557705,0.47331956,-1.3755606
889,-1.3781859,0.57795006,0.45632517,-1.3809701
890,-1.379322,0.5687702,0.45911053,-1.3829136
891,-1.3864139,0.60004675,0.4409014,-1.3851817
892,-1.3803016,0.56653166,0.47998047,-1.3929724
893,-1.3625991,0.58686656,0.44738507,-1.3667377
894,-1.3812836,0.57661504,0.44432488,-1.3739661
895,-1.3921912,0.5742528,0.4609738,-1.3737322
896,-1.3647121,0.5768728,0.4719057,-1.3852847
897,-1.3876938,0.5761778,0.45580897,-1.3865474
898,-1.3711038,0.55520374,0.45958942,-1.3777156
899,-1.3925195,0.5732946,0.44245672,-1.3791484
900,-1.3868333,0.57528824,0.46742335,-1.3806796
901,-1.3769774,0.5837229,0.4613626,-1.3792897
902,-1.3893334,0.57796484,0.47089395,-1.3862135
903,-1.3679522,0.59100074,0.46038216,-1.3674426
904,-1.3942906,0.5831603,0.464686,-1.3769135
905,-1.3728215,0.5791815,0.4578831,-1.3622627
906,-1.3741729,0.58041936,0.4559022,-1.3633482
907,-1.3926767,0.5937448,0.45243484,-1.3725911
908,-1.3896669,0.56152946,0.4699264,-1.37578
909,-1.3832008,0.5678602,0.43951297,-1.3853714
910,-1.3870819,0.5729259,0.46013725,-1.3798218
911,-1.382307,0.5753874,0.4544944,-1.3841882
912,-1.3834865,0.575981,0.4649217,-1.3720293
913,-1.386567,0.56645864,0.4628245,-1.3750019
914,-1.3859518,0.57278544,0.4549092,-1.3782701
915,-1.3727872,0.57659906,0.46547467,-1.3881091
916,-1.3830578,0.57391226,0.45734802,-1.3854179
917,-1.376722,0.5574846,0.47249222,-1.3775328
918,-1.3759624,0.5784473,0.45851898,-1.3759565
919,-1.3755263,0.5828202,0.46630722,-1.376338
920,-1.3857172,0.575893,0.44902986,-1.3639225
921,-1.3805277,0.5857308,0.44562167,-1.3794488
922,-1.3727549,0.5765015,0.45689514,-1.3647246
923,-1.3688588,0.578197,0.46128228,-1.3670838
924,-1.3985881,0.5687823,0.4555369,-1.3740556
925,-1.3793222,0.56264603,0.46859655,-1.3940315
926,-1.3801088,0.56566274,0.45088118,-1.3891953
927,-1.4023373,0.57266384,0.45661813,-1.3609394
928,-1.3775465,0.55832934,0.45842797,-1.3733191
929,-1.3811151,0.5842288,0.4391493,-1.3538973
930,-1.3813761,0.58259046,0.48114988,-1.3939406
931,-1.4099072,0.5800508,0.45055127,-1.3926811
932,-1.383128,0.5743131,0.46992868,-1.3901348
933,-1.392749,0.579678,0.46128818,-1.3504775
934,-1.3873851,0.5699996,0.46243197,-1.371561
935,-1.3802495,0.5793737,0.44411126,-1.3777834
936,-1.3679328,0.589487,0.4713284,-1.3824582
937,-1.392263,0.5791436,0.4571238,-1.3944591
938,-1.3752141,0.5749116,0.48366424,-1.3789105
939,-1.3863828,0.584834,0.47395685,-1.3854928
940,-1.3855389,0.58946353,0.4739876,-1.3769815
941,-1.3874525,0.573909,0.45709604,-1.3538498
942,-1.3768147,0.5590199,0.46014696,-1.3609631
943,-1.3985589,0.5758814,0.4554442,-1.3706678
944,-1.3852208,0.55703783,0.4555414,-1.3707167
945,-1.3832587,0.56815493,0.4538891,-1.3748729
946,-1.3819565,0.5859922,0.46083894,-1.3693678
947,-1.391959,0.5843975,0.4804885,-1.3627661
948,-1.3804826,0.5800277,0.45734307,-1.3815536
949,-1.3772639,0.58636457,0.4584107,-1.3634268
950,-1.3749986,0.57520443,0.4733129,-1.3544532
951,-1.3743998,0.557616,0.44827494,-1.374376
952,-1.3701231,0.5490142,0.44636196,-1.3990742
953,-1.3805938,0.5919887,0.4579546,-1.3576362
954,-1.3721058,0.5610767,0.44398808,-1.3913008
955,-1.3773416,0.5827913,0.4705982,-1.3927828
956,-1.3705326,0.55191666,0.46457154,-1.3861545
957,-1.3884449,0.55803394,0.4652368,-1.3744087
958,-1.38016,0.58017975,0.46275654,-1.385854
959,-1.3737307,0.5653429,0.46145573,-1.3739262
960,-1.3949564,0.5704096,0.47268876,-1.377787
961,-1.3832667,0.57203114,0.45687103,-1.3786844
962,-1.3879186,0.5687618,0.45946667,-1.3797385
963,-1.385086,0.57757294,0.46177468,-1.3838015
964,-1.3621438,0.58254606,0.46253115,-1.3677716
965,-1.385226,0.56802475,0.46596134,-1.3605943
966,-1.378959,0.5857707,0.47056395,-1.367075
967,-1.3872706,0.58737767,0.45758697,-1.3834797
968,-1.3677428,0.56590813,0.4752204,-1.3821391
969,-1.3804907,0.57169867,0.4605859,-1.3699411
970,-1.3882693,0.57773864,0.476844,-1.3698536
971,-1.3853939,0.6057388,0.46869195,-1.3869737
972,-1.3806767,0.5663097,0.47176588,-1.3807162
973,-1.3805233,0.57240057,0.44546202,-1.3879907
974,-1.3876309,0.5742769,0.45209134,-1.3733124
975,-1.3822691,0.56741035,0.45728335,-1.3780938
976,-1.3752854,0.58162624,0.4408153,-1.345893
977,-1.3768967,0.5706446,0.44842443,-1.3767756
978,-1.3938897,0.5822068,0.46592376,-1.3837507
979,-1.3794453,0.5786756,0.45803043,-1.3754272
980,-1.3837394,0.5684986,0.46919367,-1.3747399
981,-1.3858377,0.5722574,0.47665405,-1.3745564
982,-1.3883685,0.57845306,0.4532029,-1.3775619
983,-1.3783795,0.58160627,0.45477286,-1.3694161
984,-1.3946754,0.58142805,0.46643865,-1.3999726
985,-1.3878648,0.5535585,0.466366,-1.3772943
986,-1.3950835,0.56856865,0.46157324,-1.3710452
987,-1.3841733,0.5782021,0.4400996,-1.3760754
988,-1.3928976,0.57250977,0.47491056,-1.3804655
989,-1.3700085,0.57549256,0.4675345,-1.3691862
990,-1.3830068,0.5713967,0.4599534,-1.3730066
991,-1.3792473,0.5667609,0.46260932,-1.3835126
