,Agent_0,Agent_0_abs_W_max,Agent_1,Agent_1_abs_W_max
0,17.20953006981044,0.10038911744645099,17.20347723797545,0.10038911744645099
1,15.388000320846123,0.11251221159308517,14.813430374010995,0.11512004853148673
2,12.799695889297826,0.15888708197542817,13.373363590204303,0.16165185961902964
3,13.74454273854995,0.20035955542564907,12.92061730939547,0.20300326543907102
4,20.143204330672628,0.27638560336752077,19.924721294745705,0.27939025250721744
5,18.61269933294233,0.3294329197964294,14.49434000491929,0.33246446930191825
6,65.33631059715775,0.35917067511417355,84.36883231855575,0.3368165831273116
7,10.791051929195442,0.4054468926327796,10.501499747133625,0.39823260667542315
8,34.006074663270084,0.40864424223952567,58.5610726177919,0.411749561370698
9,14.048458423311454,0.4634913738196183,14.17613422131958,0.45462031662017977
10,17.778091983366036,0.46649969706790045,38.031293600049665,0.46558469725427803
11,25.38458593352688,0.481286317080437,37.97800510145862,0.47722268625684133
12,34.08690274509342,0.49843225803148905,52.81161941340061,0.49090776471382797
13,45.39285985920952,0.5191055284378141,81.6910893519381,0.49928956948426745
14,106.08488466552691,0.5170015478300642,53.704546363633284,0.5160112493533218
15,41.08359121784794,0.5244676974362358,104.05479610326704,0.5122360431544531
16,88.45387763977644,0.5165232311578076,144.35627409202485,0.5036896887530227
17,118.98833854631117,0.5273083112046928,93.75126392536222,0.517041595468705
18,157.59802756725577,0.5238077583820622,184.01578590165002,0.5130801478304063
19,153.73368512996097,0.5238077583820622,209.22817233708497,0.5130801478304063
20,173.50687936407326,0.5238077583820622,214.31264276842586,0.5130801478304063
21,199.72429907116174,0.5238077583820622,195.2110461725369,0.5130801478304063
22,178.44693991588696,0.5238077583820622,196.44468201090206,0.5130801478304063
23,189.4324113657171,0.5238077583820622,194.38317691905348,0.5130801478304063
24,139.99887341451645,0.46971889614249424,257.7902794738021,0.5130801478304063
25,150.95518863285847,0.46971889614249424,265.3004668075181,0.5130801478304063
26,160.86181839433578,0.49347205157383534,224.70599670250215,0.514701729408269
27,155.01652137189458,0.4840463469593598,223.11330060514848,0.5183921817082974
28,190.81511185948176,0.49627991439236213,168.8223945959666,0.4754524104378542
29,214.60556447327346,0.5150633634692016,177.93049317244993,0.4754524104378542
30,213.74592058640334,0.5104745678097224,186.543040829885,0.47370548328406215
31,209.41221396362926,0.5041426462863746,182.5846149056874,0.47370548328406215
32,206.23806836628822,0.5118664985161023,161.97385099833048,0.47370548328406215
33,231.00401963926936,0.5007811329502421,149.7337669132062,0.42899397848681836
34,228.71647262667273,0.4824793099377917,147.1787219170068,0.42899397848681836
35,210.05228764716014,0.472935136940392,173.52336317986402,0.4528647015564908
36,159.68678464867799,0.46027982920003985,217.40371484083846,0.4836686613926672
37,208.4450509818604,0.4917249792107659,159.36276445302417,0.47971498951671676
38,208.69422292849634,0.5017444784575353,164.22989407436404,0.49244226002632113
39,208.43693347545297,0.5334752820243748,171.96172166040714,0.49244226002632113
40,194.59940670528343,0.555399463099332,160.02032279116776,0.49244226002632113
41,191.24481319829903,0.5657406487559578,168.9194753790086,0.5119994500964546
42,194.43504006915884,0.5876943922743658,181.1989112856379,0.5382609192345378
43,191.86511012589972,0.5804810265440703,163.88353681097925,0.5684316188539773
44,182.6413324397687,0.561919068812779,146.82726628992174,0.5633446396819684
45,185.08991931026324,0.546153018887456,170.52560141928132,0.5694933232989118
46,189.90716567101583,0.5198523340352296,168.30056055725635,0.5818844432570693
47,186.9753337933532,0.5366335042873089,170.9308567150516,0.5997817953096557
48,168.19634361403064,0.5896449511285061,186.42072951484067,0.6123676099293902
49,179.88963145011638,0.6038077857075778,167.4851245807522,0.6532253850030475
50,194.9971122229465,0.6097153517054069,164.67151346908804,0.6693038787230706
51,174.97209968047162,0.6219370529199468,159.62066901618746,0.6274717448600124
52,311.17312522664906,0.6544955258675202,121.2653912593733,0.651621220817916
53,191.16721641041067,0.5991345207496788,176.17467883754446,0.6560664497240214
54,175.46948435377405,0.5805820577539221,168.12128042499296,0.6450163823760943
55,224.89230140315127,0.5873957171204963,167.8700203670031,0.6662769346169265
56,238.71251474450895,0.6014175518352635,162.29092392547187,0.6662769346169265
57,214.4067355627236,0.5870782370120995,165.32418066311018,0.6475612080238794
58,240.72570278204194,0.5607727840330623,156.46717727934112,0.6216751538027344
59,231.74995786941435,0.5486385124524492,158.99641555798627,0.6747975490317378
60,232.34690105971455,0.5395450342798424,167.98588257856414,0.7291904211945217
61,210.58374123970327,0.5383513287238367,165.1875417799883,0.7645561049030836
62,216.1759729835187,0.5431898031443717,151.87013957594678,0.7894507721051669
